ID;text;rating;kategoria_benchmark;uzasadnienie;manual_weryfikacja;sentyment;total_tokens
388;Zamawiałem nówkę, dostałem produkt w 80% sprawny bo w 20% zużyty, więc nie wiem nawet jak długo działa nówka. Jak na tą cenę [ok. 10 zł] jest dość dobrze. Wtyk tej baterii bardzo silnie wchodzi w gniazdo iPhone 4S i przy wymianie i wyjmowaniu baterii łatwo wyrwać delikatne gniazdo baterii z iPhona. Trzeba stopniowo , powoli i z wyczuciem rozdzielać gniazdo od wtyczki. Najlepiej precyzyjnym plastikowym ostrzem. Ja przy 3 wymianie baterii niestety wyrwałem gniazdo z telefonu i pozostaje mi już tylko wystawić ten złom do naprawy albo raczej na części bo przy tak mikroskopijnych odległościach między ścieżkami na płytce iPhona 4S wątpie czy jakiś serwis to naprawi. ;4;Kompatybilność i montaż;Główną częścią opinii jest szczegółowy opis problemów z fizycznym dopasowaniem wtyku do gniazda telefonu, co skutkuje uszkodzeniem sprzętu podczas montażu.;;negatywny;3961
389;Tusze drukują na poziomie całkiem wysokim, zwłaszcza biorąc pod uwagę historię mojej drukarki, i poza jedną drobną niedogodnością, to jest fakt iż tusz w kolorze CYAN zdążył się już skończyć , zdecydowanie wcześniej niż 800 wydrukowanych stron (Swoją drogą był on inny niż pozostałe tusze w zestawie), nie mam żadnych zastrzerzeń. Najprawdopodobniej kupiłbym te tusze kolejny raz.;4;Pozytywna ocena funkcjonalności;Mimo wspomnienia o szybszym zużyciu jednego koloru, klient ocenia jakość wydruku jako wysoką, nie zgłasza zastrzeżeń i deklaruje chęć ponownego zakupu.;;pozytywny;2250
390;Sprzęt zgodny z opisem, sprawny starannie zapakowany. Eksploatacja wymaga znajomości zagadnień i (przynajmniej w środowisku Linux/unix) umiejętności kompilacji i ewentualnie samodzielnego pisania oprogramowania - zachwalane na forach produkty nie zawsze działają od razu i wykazują sporo zależności programowych (zwłaszcza w środowisku języku Python). Testowałem to jako sprzęt pomiarowy i nadawczy w dwóch  środowiskach linuxowych (Arch, Slackware) a nie hakerski (może tam i w M$ jest inaczej). Sprawdza się za to dobrze bazowa biblioteka niskiego poziomu w C (hackrf) i bazowe programy testowo- przykładowe (z tą uwagą że źródła biblioteki  nie spełniają standardu  Ansi C a szkoda). Używanie nadajnika z większymi mocami powyżej 3 GHz wymaga filtrów pasmowych i ogólnie nie jest zalecane. Wejście odbiornika można przeciążyć (również typowymi poważniejszymi modułami do IOT na typowe pasma w tym 2.4 GHz, 430 czy 868 MHz - moc rzędu 20 Dbm do bardzo dużo jak na ten moduł) i należy na to mocno uważać (sprzęgacze kierunkowe i tłumiki mocno zalecane). wady zauważone: nierównomierny poziom nadawania w paśmie, mała moc, tylko 8 bitowy przetwornik A/C w odbiorniku, należało by rozważyć łącze TCP/IP w przyszłości (kwestia prędkości w typowym laptopie) ;4;Pozytywna ocena funkcjonalności;Klient potwierdza zgodność produktu z opisem oraz jego sprawność, skupiając się na szczegółowej, merytorycznej analizie poprawnego działania urządzenia.;;pozytywny;2260
391;"Naprawdę niezły dźwięk z dużym, miękkim basem. Niestety jest to osiągnięte wyraźnym podbiciem tak gdzieś na 80 Hz, co sprawia, że niskich tonów jest wprawdzie dużo, są jednak jednostajne, mało zróżnicowane i słuchawki narzucają temu zakresowi własny charakter. Średnie i wysokie dość neutralne, dobrej jakości, bez podbić i podbarwień. Słuchawki grają dynamicznie i mają niezłą skuteczność (grają głośno), co ma istotne znaczenie przy słuchaniu ze smartfonów, które mają ""zabezpieczenie"" przeciw uszkodzeniu słuchu. czyli po prostu ograniczoną moc wyjściową.  Do tego momentu wciąż byłbym skłonny przyznać pięć gwiazdek, zwłaszcza w tak rewelacyjnej cenie. Dlaczego więc urywam jedną? Cała konstrukcja ma dość istotną wadę, która w niektórych przypadkach będzie sprawiać, że trudno będzie z nich korzystać - kabel przenosi wszystkie puknięcia, dotknięcia, szurnięcia. Słuchawki nadają się właściwie tylko do używania w bezruchu i do głośnej, gęstej muzyki. Przy utworach minimalistycznych, akustycznych, nastrojowych słychać te wszystkie ruchy kabla powodowane przemieszczaniem się, ruchami głowy, czy nawet oddychaniem.   Same słuchawki są wygodne i nie męczą przy dłuższym noszeniu. Ten nieszczęsny z powodu mechanicznego przenoszenia dźwięków, płaski kabel rzeczywiście się nie plącze. Jakość wykonania dobra.  Podsumowując - dźwięk, choć nie bez wad, to biorąc pod uwagę cenę: na pięć gwiazdek, konstrukcja i spowodowane nią poważne ograniczenie użyteczności: trzy gwiazdki.";4;Pozytywna ocena funkcjonalności;Mimo szczegółowego opisania wady kabla, klient finalnie bardzo wysoko ocenia jakość dźwięku, wygodę oraz rewelacyjny stosunek jakości do ceny.;;pozytywny;3290
392;"Bardzo przyzwoity zasięg WiFi. Odkręcana antena do której zawsze można dołaczyć kabelek przedłużający i dzięki temu ustawić w miejscu o najlepczym odbiorze, nie ruszając pudełka z miejsca... Gniazdo LAN ratuje skórę zawsze gdy nie możemy zapewnić zasięgu WiFi. Gdyby jeszcze zamiast pilota IR był dołączony pilot BT albo RF byłaby pełnia szczęścia ;)";4;Pozytywna ocena funkcjonalności;Klient szczegółowo chwali parametry techniczne urządzenia, takie jak zasięg WiFi oraz obecność gniazda LAN i odkręcanej anteny.;;pozytywny;1172
393;Mój dotychczasowy pilot wyglądał dokładnie tak samo. Większość funkcji działa poprawnie. Dwie różnice.W starym bezpośrdnio można było ustawić proporcje ekranu w nowym jest tam oszczędność (zmiana jasności ekranu). Druga z mojego punktu widzenia  na minus. Powyżej MUTE było podgląd programu telewizyjnego (małe okienko w dolnym rogu z możliwością wybrania dźwięku TV lub monitora) gdy pracowało się na komputerze. W sumie jestem zadowolony.;4;Pozytywna ocena funkcjonalności;Klient deklaruje ogólne zadowolenie i poprawne działanie większości funkcji, mimo wskazania drobnych różnic w obłożeniu przycisków względem poprzedniego modelu.;;pozytywny;2095
394;Produkt niezłej jakości, właściwie nabyłem go dla szkła hartowanego, a samo etui już po miesiącu zaczęło mieć wyraźne rysy i przetarcia. Ponadto zabezpieczenia dwóch z trzech klawiszy bocznych już zdążyły odpaść. Niemniej jednak, jak już wspomniałem na początku, nabyłem produkt przede wszystkim dla szkła hartowanego, co do którego nie posiadam najmniejszych zastrzeżeń.;4;Słabe materiały i usterki;Mimo zadowolenia ze szkła hartowanego, autor szczegółowo opisuje wady fizyczne etui, takie jak szybkie powstawanie rys oraz odpadające elementy przycisków.;;negatywny;2249
395;Bardzo dobra sztywna obudowa, dobry magnes, jest dość ciężka, dla jednych może to być plus że coś czują w kieszeni dla drugich minus, dostarczone szkło jest dobrej jakości nie przywiera na całkowitą powierzchnię wyświetlacza więc trzeba mieć na uwadze zakładanie go, z racji iż jest to dodatek nawet nie wspomniany w tytule , niema co mówić, jakość jest wspaniała, jednak wadą dla mnie jest również to że na tył gumowego etui jest naklejka która zakrywa kolor telefonu, ja posiadam obudowę w w niebieskim kolorze jednak z tego koloru widoczny jest tylko skaner lii papilarnych.;4;Pozytywna ocena funkcjonalności;Klient wielokrotnie chwali wysoką jakość wykonania obudowy i akcesoriów, uznając drobne mankamenty za nieistotne.;;pozytywny;1658
396;Nie wiem jak działa w dzbanku DAFI - oceniam w dzbanku Brity. Filtr niby pasuje do dzbanka Brity, ale gdy się go włoży to woda przez niego nie chce lecieć. Po szczegółowym obejrzeniu filtra zauważyłem, ze od spodu brak jest w filtrze dodatkowego plastikowego kółka który przesuwa zaworek w dzbanku (trudno to opisać, najlepiej porównać z oryginałem Brita Maxtra).  Gdy włożyłem tam kawałek plastiku, który odchyla zaworek w dzbanku, to dopiero wszystko działało. Ktoś mniej dociekliwy może uznać, że filtr jest niesprawny. Woda z filtra w porządku.;4;Kompatybilność i montaż;Głównym problemem opisanym w opinii jest brak dopasowania konstrukcyjnego filtra do zaworu w dzbanku, co uniemożliwia przepływ wody bez samodzielnej modyfikacji produktu.;;negatywny;1683
397;Dobrze spasowana kabura i bardzo praktyczna, jednak blokuje odchylanie ekranu przy robieniu zdjęć z góry.  Trzeba zwrócić też uwagę na to, że nie jest to wersja z dodatkową klapką do wymiany akumulatora lub karty - ich wyciągnięcie wymaga odkręcenie całej kabury.  Kabura dobrze chroni podczas bieżącego użytkowania (otarcia), jednak przechowywać trzeba w dodatkowej torbie. Na pewno chroni skutecznie przed kurzem, piaskiem, zalaniem itp. Dawne kabury z sprzed lat (np z Zenita) były bardziej zamknięte (ale oczywiście na piasku też bym je nie kładł).;4;Pozytywna ocena funkcjonalności;Klient kładzie główny nacisk na dobre dopasowanie i skuteczną ochronę produktu, traktując wskazane niedogodności jako specyficzne cechy konstrukcyjne danego modelu.;;pozytywny;1881
398;Bardzo dobrze odkurza! Pod tym względem nic mu nie można zarzucić. Jednak jest bardzo głośny i ma dość krótki kabel... Gabarytowo też niemały... No i po każdym użyciu trzeba wylewać wodę i dać mu wyschnąć, inaczej śmierdzi. Dlatego nie jest to odkurzacz, który można na moment wyjąć, by wciągnąć szybko coś, co się rozsypało i schować... Jednak filtr wodny rzeczywiście na tyle dobrze zbiera kurz, że  podczas odkurzania i po nim nie ma charakterystycznego zapachu kurzu. Na meblach też osadza się go mniej - więc warto!;4;Pozytywna ocena funkcjonalności;Mimo uwag dotyczących głośności i ergonomii, klient końcowo chwali wysoką skuteczność urządzenia i uznaje produkt za wart zakupu.;;pozytywny;1956
399;Etui wykonane ładnie, wszystkie otwory na swoim miejscu, materiał to typowe TPU, nie przeszkadzające logo, w miejscu gniazd ładowania oraz słuchawkowym znajdują się zaślepki na otworach z tego samego materiału co case które nie są widoczne na zdjęciach. Z jednej strony przydatny dodatek bo blokuje dostęp brudu w tych miejscach, aczkolwiek utrudnia to wtykanie ładowarki i słuchawek, za każdym razem trzeba otwierać i potem zamykać, warto dodać że zaślepka gniazda ładowania potrafi się samoczynnie otwierać mimo nowego etui, wygląda to średnio, po dłuższym używaniu zapewne problem będzie się nasilał. Całość w bardzo ładnym opakowaniu.;4;Pozytywna ocena funkcjonalności;Klient chwali wysoką jakość wykonania, precyzyjne dopasowanie otworów oraz estetykę produktu, uznając funkcję zaślepek za przydatną mimo drobnych niedogodności użytkowych.;;pozytywny;2435
400;Super jakość wykonania, wydajność akumulatorów i wygoda. Nie jest to zdecydowanie sprzęt dla ludzi szukających najlepszej jakości dźwięku- w moim odczuciu słuchawki grają jak dobrej jakości słuchawki douszne. Jest w sam raz by móc cieszyć się swoją ulubioną muzyką. Największa zaleta to brak izolacji od świata zewnętrznego, o ile nie ustawi się ich za głośno. Bardzo dobre do jazdy na rowerze w mieście, nie ma problemów z założeniem kasku.;5;Pozytywna ocena funkcjonalności;Klient wyraża wysoką satysfakcję z jakości wykonania, baterii oraz specyficznych cech użytkowych produktu w konkretnych scenariuszach.;;pozytywny;1380
401;"Mikrotik to klasa sama w sobie. Nie jest to sprzęt dla ""Kowalskiego"". Ja kupuje tylko mikrotik. Możliwość tworzenia vlan-ów, trunków. Zaawansowany ""routing"" i ""filtering"". Łatwe aktualizacje (w zasadzie to automatyczne - ja sobie ustawiłem na 3 w nocy). No i najważniejsze - każdy mikrotik ma taki sam os - RouterOS, więc jak znasz jeden to znasz wszystkie. Bardzo dobre opisy na stronie producenta odnośnie implementacji rozwiąń. Bogate formum z poradami. W tej cenie nie ma nic lepszego.";5;Pozytywna ocena funkcjonalności;Klient szczegółowo chwali zaawansowane funkcje techniczne, system operacyjny oraz korzystny stosunek ceny do jakości.;;pozytywny;1338
402;Telefon posiadam do ponad 2 tygodni Zdecydowałem się na zakup Mi9T Pro w sklepie Bestcena ze względu na bardzo atrakcyjną cenę. Trochę się tego obawiałem , ale całkowicie niepotrzebnie. Telefon nowy , zafoliowany wszystko oryginalne i zgodne z opisem , jak dla mnie 64 GB pamięci operacyjnej jest całkowicie wystarczające , 3 aparaty robią świetne zdjęcia , ekran jest duży i mega czytelny , procesor ... rakieta. Co tu dużo mówić, za tą cenę telefon bezkonkurencyjny , nic tylko brać :);5;Pozytywna ocena funkcjonalności;Klient szczegółowo chwali parametry techniczne telefonu, takie jak procesor, aparat oraz ekran, podkreślając wysoką jakość urządzenia.;;pozytywny;1515
403;TEN ZESTAW TO ZŁOTO! Jak ktoś się zastanawia w ogóle, jaki brać na początek, albo w ogóle nawet ma cel zbudowania czegoś, to nie powinien dalej się zastanawiać, tylko BRAĆ!!! Tak kompletnetnego, idealnego zestawu jeszcze nie widziałem, jest wszystko, co potrzeba. Robę aktualnie komercyjny projekt i kupiłem ten zestaw głównie w celu wykonania go, ale też do pobawienia się innymi rzeczami i jedną, jedyną rzeczą, której mu brakuje, to duża płytka stykowa. Dokupić ją i jeśli planujemy jakiś projekt, dodatkowe akcesoria i można zrobić i to, co się chce, i tysiąc innych rzeczy. POLECAM!!! Najlepszy zestaw dostępny jako całość!;5;Pozytywna ocena funkcjonalności;Klient entuzjastycznie chwali kompletność, jakość oraz wysoką użyteczność zestawu w profesjonalnych projektach.;;pozytywny;1421
404;"Bardzo dobra jakość, po wymianie kondycja baterii w iOS %. Czasowo telefon wytrzymuje podobnie do stanu fabrycznego. W tym przedziale cenowym to zdecydowanie najlepszy wybór, Produkt jest sygnowany marką Green Cell - przynajmniej nie ma wątpliwości, że jest to zamiennik i jednocześnie nie firmy ""krzak"". Nie wierzę w ""100% oryginały"" za 50 zł.";5;Pozytywna ocena funkcjonalności;Klient chwali wysoką jakość produktu, wydajność baterii zgodną z oczekiwaniami oraz wiarygodność marki zamiennika.;;pozytywny;1428
405;Bardzo dobra jakość brzmienia. Wykonane z aluminium - świetnie się prezentują. Etui to mistrzostwo - można w łatwy sposób wziąć słuchawki np. do plecaka i słuchać muzyki w terenie. W zestawie oprócz etui dostajemy dwa kable o różnej długości zakończone mini-jack 3,5 mm, adapter do jacka oraz nauszniki materiałowe (jeśli ktoś nie lubi np. skórzanych);5;Pozytywna ocena funkcjonalności;Klient w sposób merytoryczny i szczegółowy chwali wysoką jakość dźwięku, wykonanie produktu oraz bogaty zestaw akcesoriów.;;pozytywny;1326
406;"Nie jest to moje pierwsze etui tej firmy, poprzednie nie raz uratowały mój telefon ( nie ma lekko). Bardzo trwałe i solidne. Funkcjonalny przełącznik ułatwia zarządzanie dźwiękiem telefonu. Nie przełącza się w kieszeni oraz nie powoduje problemu ( jak etui ""LOVE MEI' ) z ""wyciszaniem"" się telefonu położonego na ekranie. Szyba bardzo wytrzymała w pełni spełnia swoje zadanie chroniąc wyświetlacz telefonu oraz jego aparat. Gumowe elementy obudowy ułatwiają jego chwyt oraz zapobiegają przypadkowemu zsunięciu się telefonu z powierzchni na której go położymy. Zaślepka portu chroni złącze przed zanieczyszczeniem go pyłem, kurzem czy błotem. Jeśli twój telefon narażony jest na niebezpieczeństwo uszkodzenia to etui jest właśnie dla ciebie. Etui w żaden sposób nie ogranicza jego funkcji oraz zasięgu. ";5;Pozytywna ocena funkcjonalności;Klient szczegółowo chwali wysoką jakość wykonania, trwałość materiałów oraz praktyczne rozwiązania konstrukcyjne etui.;;pozytywny;1521
407;I ordered this bag on 6th November in the evening and on 8th at the evening I took it from Paczkomat. I think the quality is good, laptop fits perfectly in a bag and also a lot of space still left for other things like notebooks or something like that. So I definitely can recommend this bag!;5;Pozytywna ocena funkcjonalności;Klient wyraża zadowolenie z wysokiej jakości produktu, idealnego dopasowania do laptopa oraz jego dużej pojemności.;;pozytywny;1306
408;"Jakość wykonania na wysokim poziomie ale ważne jest działanie -  czytelny wyświetlacz łatwość obsługi czyli to do czego jest stworzony,od prawidłowego działania zależy prawidłowe umieszczenie czujników temperatury, jedyna ""wada"" to że steruje  3 wentylatorami a moja zabawka ma ich 5 więc musiałem trochę pokombinować, gdyby w zestawie były dodatkowe rozgałęzniki na wentylatory nie miał bym się czego czepiać.Ale i tak spokojnie POLECAM ten wyrób każdemu któremu zależy na prawidłowej pracy jego zabawki .";5;Pozytywna ocena funkcjonalności;Klient wyraźnie chwali wysoką jakość wykonania, łatwość obsługi oraz działanie urządzenia, uznając ograniczenia techniczne za mało istotne i wystawiając rekomendację.;;pozytywny;1537
409;Poreczna, niezbyt duza ale tez pomiesci laptopa do 15,6 do tego dwie kieszenie z przodu i tylu z roznymi przegrodkami. Material wyglada na wytrzymaly ale zobaczymy w trakcie uzytkowania. Styl lekko nowoczesny, lekko vintage. Produkt niby chinski ale powiem szczerze jakosc wykonczenia i uzytych materialow super na pierwszy rzut oka. Duzo drozsze torby, bo okolo 2 razy drozsze, z sieciowek typu diverse sprawiaja gorsze wrazenie. Wiec skoro nie widac roznicy a wlasciwie widac z przewaga dla tej torby to tym bardziej nie oplaca sie przeplacac. Polecam z czystym sercem na podstawie pierwszego wrazenia. Czy wytrzyma probe czasu zobaczymy. ;5;Pozytywna ocena funkcjonalności;Klient szczegółowo opisuje zalety produktu, chwaląc jego pojemność, jakość materiałów oraz korzystny stosunek jakości do ceny.;;pozytywny;1436
410;Moim zdaniem, ten model był najlepszy. (Jedyna wada to skłonność kapsułki do ucieczek.) Żywotność baterii, proste funkcje i rozmiary. Na plaży nie spisze się żaden z modeli. Minimalizm i solidność. Jeśli kto woli gonić za nowością... Jego wola i święte prawo. Wystarczy, że informuje wibracją, zachęca do ruchu i nie rzuca się, nadmiernie w oczy. Poszukiwany i raczej trudno dostępny model Xiaomi. Po doświadczeniach z MiBand3 i 4 poszukałem powrotu do zgubionej MiBand2. To chyba o czymś świadczy?;5;Pozytywna ocena funkcjonalności;Klient wyraźnie chwali solidność, żywotność baterii oraz minimalizm urządzenia, uznając je za lepsze od nowszych modeli.;;pozytywny;1373
411;dobry                                                        ;5;Szum informacyjny;Opinia jest lakoniczna i nie zawiera żadnych merytorycznych szczegółów dotyczących produktu.;;pozytywny;1095
412;Doskonały środek nawet do lutowania klasycznego. Wymaga użycia dodatkowego zakraplacza - można zaoszczędzić na ilości zużywanego topnika. Nadaje się również do pokrycia cynowanych końcówek przewodów, szczególnie linek. Nie należy stosować przy wlutowywaniu gniazd wtykowych ze względu na późniejsze trudności z wyjmowaniem i wkładaniem wtyczki - po wyschnięciu rozpuszczalnika topnik skleja styki.;5;Pozytywna ocena funkcjonalności;Klient wprost określa produkt jako doskonały i szczegółowo opisuje jego skuteczne zastosowanie w różnych scenariuszach.;;pozytywny;1460
413;jest ok                                                   ;5;Szum informacyjny;Opinia jest lakoniczna i nie zawiera żadnych konkretnych informacji o produkcie, co odpowiada definicji szumu.;;pozytywny;1206
414;Widać, że w stosunku do oryginalnego ostrza golarki, producent zastosował modyfikację, która być może uchroni przed ponownym, łatwym wyłamaniem zaczepów mocujących. To w moim przypadku wymusiło już po około roku zakup części zamiennej. Koszt ostrza, czyli ok. 110 złotych, zważywszy na koszt całej golarki, można uznać za spory. Tańszej alternatywy nie znalazłem.;5;Słabe materiały i usterki;Klient skupia się na wadzie konstrukcyjnej w postaci łamliwych zaczepów, która wymusiła zakup części zamiennej.;;negatywny;1909
415;Dobry kontrast, możliwość zasilania napięciem 3.3V (pamiętać o włączeniu pompy napięciowej odpowiednim poleceniem podczas konfiguracji). Nie testowałem jeszcze trwałości. Dobrze współpracuje z procesorem Atmega1284p, w miarę dobra dokumentaja. Uważać błędy w bibliotekach do Arduino/podobnych sieciowych zwłaszcza że mało jest testowanych na procesor Atmega1284p (to nie dotyczy w zasadzie produktu czy samodzielnego oprogramowania ale jest niejako połączone). ;5;Pozytywna ocena funkcjonalności;Klient chwali parametry techniczne produktu, takie jak kontrast i zasilanie, oraz potwierdza jego prawidłowe działanie z konkretnym procesorem.;;pozytywny;1555
416;;5;Szum informacyjny;Brak jakiejkolwiek treści w opinii uniemożliwia merytoryczną analizę i klasyfikuje ją jako szum.;;neutralny;1053
417;Odnośnie samego urządzenia, to trzeba ostrzec kupujących, że produkt ma pewną wadę, opisywaną w internecie. Po wprowadzeniu w trym stand-by urządzenie gubi czy raczej radykalnie zwalnia połączenie wifi czy lan do takiej prędkości, że nie da się normalnie oglądać materiałów z youtube czy netflix. Z tego, co wiem, to nic nie pomaga i tak jest i chyba będzie. Jedyne co pomaga, to nie wprowadzanie w tryb stand-by lub odłączenie na chwilę z zasilania i prędkość wraca do normy. Na szczęście nie dzieje się tak w trakcie oglądania. Ja się z tym pogodziłem i uznałem, że da się z tym żyć, ale warto to wiedzieć.;5;Niska wydajność w praktyce;Klient opisuje wadę funkcjonalną polegającą na drastycznym spadku prędkości łącza internetowego po wyjściu z trybu czuwania.;;negatywny;1598
418;Muszę przyznać, że nie spodziewałem się tak wysokiej jakości. Pudełko wykonane idealnie, ze wszystkimi detalami. Grawer jest niesamowity. Zgodnie z opisem do pudełka zmieściło się 100 zdjęć 13x18 (papier jedwabisty premium Empik).  Myślę, że od teraz, niejednokrotnie będę tutaj wracał po pudełka, z grawerami opisującymi miejsce zrobienia zdjęć. Dla mnie 12/10 Polecam!!!;5;Pozytywna ocena funkcjonalności;Klient entuzjastycznie chwali wysoką jakość wykonania, precyzję graweru oraz pełną zgodność produktu z opisem technicznym.;;pozytywny;1452
419;Ciekawy dodatek do nowoczesnego wnętrza. Działa dobrze. Trzeba pamiętać, że nie ma pazurów mocujących (jest mocowany na wkręty). Zastosowany do żarowek LED może powodować ich migotanie. Co prawda w zestawie jest kondensator, który ma temu zapobiec, ale tylko 1 szt, a kanały są 2. Można dokupić osobno, albo stosować żarówki z układem zapobiegającym migotaniu. Polecam.;5;Pozytywna ocena funkcjonalności;Mimo uwag technicznych dotyczących montażu i migotania diod LED, klient ocenia produkt jako działający dobrze i kończy recenzję rekomendacją.;;pozytywny;1556
420;Cóż można powiedzieć o flagowcu xaiomi nie ma do czego się przyczepić wszystko działa jak należy w 100 procentach, zobaczymy jak będzie dalej. Jak każdy telefon posiada swoje małe wady które w niczym nie przeszkadzają w codziennym użytkowaniu. Czasami czytnik lini papilarnych nie łapie przede wszystkim przy włączonym podświetlaniu ekranu , żeby pobrać motywy trzeba wybrać inny kraj w opcjach.;5;Pozytywna ocena funkcjonalności;Klient deklaruje pełne zadowolenie z działania urządzenia, uznając wymienione drobne wady za nieistotne w codziennym użytkowaniu.;;pozytywny;1375
421;Jestem bardzo zadowolony. Co prawda nie zastapi tradycyjnego odkurzacza, ale miotle na pewno. Polecam odkurzacze z silnikiem u gory. Wowczas wjedzie np pod lozko, a ten nie. Z poczatku ssawka blokowala sie w pozycji gornej, zgietej i nie przylegala do podlogi, ale sie wyrobila i nie ma juz problemu. Ogolnie polecam. ;5;Pozytywna ocena funkcjonalności;Klient wyraża ogólne zadowolenie i poleca produkt, uznając go za użyteczny zamiennik miotły mimo drobnych uwag konstrukcyjnych.;;pozytywny;1387
422;"Jak za tą cenę idealny, trzeba kupić dodatkowy pokrowiec bo aparat wystaje poza obrys tego od producenta. (Na szczęście też jest tani :) ) pozatym faktycznie głośniczkiem trzeba trafić w ucho bo inaczej wydaje się cichy. Cała reszta działa bez zarzutu. Szczególnie aparat może nie jest idealny, ale słaby też na pewno nie jest ;)";5;Pozytywna ocena funkcjonalności;Klient w ogólnym rozrachunku uznaje produkt za idealny w swojej cenie i potwierdza, że reszta funkcji działa bez zarzutu.;;pozytywny;1394
423;Niedrogi sposób na zabezpieczenie ekranu telefonu. Zwłaszcza, że montaż stosunkowo grubych szkieł hartowanych na nowoczesnych ekranach, prawie zawsze wykonanych w technologii 2.5D (zaokrąglone krawędzie), kończy się zawsze albo niedokładnym doleganiem szkła do powierzchni ekranu, albo odstawaniem krawędzi szkła w taki sposób, że przy obsłudze telefonu haczy się o nie palcami. Na tę chwilę, tak przynajmniej uważam, folia ochronna jest bezkonkurencyjna.;5;Pozytywna ocena funkcjonalności;Klient chwali folię ochronną jako bezkonkurencyjne i skuteczne rozwiązanie w porównaniu do szkieł hartowanych.;;pozytywny;1349
424;Używam produktu jako drugi monitor, jako pierwszy służy mi również 24-calowy Acer. Sprawuje się dobrze. Mam pewne zastrzeżenia co do kolorów - na sąsiednim monitorze te są pełniejsze oraz bardziej żywe. Mimo tego - C24F390 rekompensuje to wysoką jasnością wyświetlania. Idealnie służy mi do oglądania filmów oraz innych czynności. Polecam! :) ;5;Pozytywna ocena funkcjonalności;Klient chwali ogólne działanie produktu i jego jasność, uznając go za godny polecenia mimo drobnych zastrzeżeń dotyczących odwzorowania kolorów.;;pozytywny;1351
425;"REWELACJA - naprawdę jestem zaskoczony jakością wykonania i możliwościami TV. TV posiada wejście HDMI czego nie ma w innych TV - inne mają tylko wyjście HDMI co jest mało przydatne... Można puszczać bajki z laptopa lub podłączyć konsolę w aucie.  Na dołączonej antence zbiera podstawowe kanały DVB-T. Odtwarza bez problemu filmiki z USB i kart SD - we wszystkich ogólnie dostępnych formatach. Pilot dobrze działa. Potrzymanie na baterii jest rewelacyjne - można brać ze sobą jak tablet ;)";5;Pozytywna ocena funkcjonalności;Klient szczegółowo chwali wysoką jakość wykonania, bogate wyposażenie techniczne oraz rewelacyjny czas pracy na baterii.;;pozytywny;1365
426;Wysoka jakość jak na tą cenę. Baaardzo niski bas w kolumnie pasmowo-przepustowej z dwoma głośnikami równolegle (czyli w zasadzie takiej jak w oryginalnej konstrukcji sony ss sw115, z ktorej są głośniki). Oporność w przypadku głośników dostarczonych do mnie to 7,6 om na głośnik - także nominalnie bardziej 8 niż 6 om. Polecam!;5;Pozytywna ocena funkcjonalności;Klient chwali wysoką jakość dźwięku oraz parametry techniczne produktu, wyrażając pełne zadowolenie i rekomendację.;;pozytywny;1638
427;;5;Szum informacyjny;Opinia jest pusta i nie zawiera żadnej merytorycznej treści ani konkretnych uwag.;;neutralny;1175
428;"Warta ceny, podoba mi się przycisk od DPI, obowiązkowe przyciski z boku (back/forward), kabel USB owinięty tkaniną jak kabel od żelazka ;)  Z wad wymienię brak przełączania kółka z trybu krokowego na płynny, brak funkcji do tiltowania kółka w lewo czy prawo. Największa wada to rozmiar myszki (mogłaby być 30% mniejsza) i jej niewielka masa, co wraz z plastykową obudową sprawia irracjonalne acz znajome skądinąd wrażenie, że myszka nie jest solidnie wykonana. Gdyby była cięższa, byłoby irracjonalne wrażenie większej solidności wykonania. W sumie nie ma przeszkód żeby dodać do niej masy, żeby stabilniej zasuwala po mousepadzie.";5;Pozytywna ocena funkcjonalności;Klient uznaje produkt za warty swojej ceny i chwali konkretne elementy wyposażenia, mimo uwag dotyczących ergonomii i subiektywnego odczucia masy.;;pozytywny;2140
429;Kupiony w przypływie emocji, ale nie żałuję :). Ogólnie fajny sprzęt i fajna zabawa przy robieniu popcornu. Nie jest on zbyt wydajny (1 miarka ziaren na około 5 min, aż urządzenie wystygnie), więc jeżeli ktoś planuje większą imprezkę, to lepiej zacząć robić popcorn wcześniej. Gdzieś czytałem ze urządzenie jest głośne - nie bardziej niż suszarka do włosów, a wystrzał popcornu to chyba normalna sprawa. Polecam!! ;5;Pozytywna ocena funkcjonalności;Klient jest zadowolony z zakupu, chwali sprzęt i go poleca, traktując niższą wydajność jedynie jako cechę użytkową, a nie dyskwalifikującą wadę.;;pozytywny;1477
430;Bardzo pakowny i solidny plecak. Najlepszy plecak foto na rynku w tym rozmiarze. Po całym dniu noszenia go na plecach da się odczuć jego wagę i gabaryty, ale z każdym plecakiem, w których nosi się dziennie masę sprzętu, jest tak samo. Plecak jest zrobiony do zadań specjalnych i tak też się zachowuje.  Sam plecak ładnie się prezentuje. Widać, że materiały użyte do jego zrobienia są premium i z najwyższej półki. Szczerze polecam. Niech cena nikogo nie odstrasza, bo za produkt dobrej jakości zawsze płaci się wyższą cenę.;5;Pozytywna ocena funkcjonalności;Klient jednoznacznie chwali wysoką jakość materiałów premium, solidność wykonania oraz praktyczność plecaka w codziennym użytkowaniu.;;pozytywny;1496
